avg_nutrition_score,avg_toxicity_score,avg_processed_score,avg_hormonal_score,avg_overall_score,scan_frequency_weekly,scan_count,healthy_scan_ratio,high_toxicity_ratio,cosmetic_ratio,food_ratio,label
72,54,54,33,57,6,9,0.39,0.58,0.14,0.0,balanced_user
38,24,80,89,36,9,39,0.23,0.36,0.44,0.27,hormonal_risk
28,76,65,56,32,2,5,0.36,0.76,0.15,0.65,processed_food_heavy
45,78,49,77,35,3,14,0.19,0.85,0.4,0.5,hormonal_risk
56,69,65,98,31,4,8,0.44,0.53,0.65,0.75,hormonal_risk
67,22,59,38,62,7,32,0.79,0.0,0.0,0.64,balanced_user
57,89,44,76,37,12,51,0.24,0.84,0.67,0.66,hormonal_risk
49,90,50,34,43,6,27,0.37,0.87,0.15,0.9,toxin_risk
54,61,31,57,51,12,40,0.29,0.61,0.72,0.71,hormonal_risk
49,48,69,67,41,3,9,0.2,0.51,0.18,0.81,processed_food_heavy
20,47,18,36,54,9,33,0.72,0.41,0.27,0.67,balanced_user
73,1,41,19,78,10,34,0.75,0.0,0.23,0.43,balanced_user
58,11,51,32,66,8,36,0.69,0.16,0.12,0.83,healthy_trend
57,69,27,98,40,6,22,0.11,0.75,0.83,0.36,hormonal_risk
62,74,51,81,39,11,40,0.54,0.6,0.44,0.72,hormonal_risk
24,53,55,17,49,8,39,0.3,0.49,0.25,0.79,toxin_risk
58,60,53,17,57,11,43,0.31,0.46,0.0,0.74,toxin_risk
83,93,26,31,58,8,37,0.45,1.0,0.08,0.53,toxin_risk
37,90,53,80,28,2,3,0.43,0.85,0.12,0.55,toxin_risk
41,42,45,39,53,8,35,0.56,0.63,0.1606006083917091,0.7,balanced_user
50,100,56,92,25,8,31,0.11,1.0,0.83,0.53,hormonal_risk
12,61,78,77,24,7,30,0.31,0.64,0.18,0.0,processed_food_heavy
46,100,39,38,42,2,10,0.27,1.0,0.25,0.74,toxin_risk
32,85,53,75,29,11,45,0.47,0.96,0.33,0.0,hormonal_risk
77,15,71,22,67,6,23,0.35,0.35,0.09,0.61,balanced_user
45,74,48,84,34,12,46,0.53,0.71,0.66,0.23,hormonal_risk
83,95,69,54,41,7,35,0.51,0.85,0.29,0.89,toxin_risk
47,94,61,30,40,3,8,0.18,0.99,0.21,0.91,toxin_risk
56,72,39,54,47,9,34,0.19,0.77,0.78,0.57,hormonal_risk
78,55,65,74,46,7,28,0.29,0.61,0.86,0.54,hormonal_risk
90,59,6,6,79,5,19,0.54,0.87,0.19,0.55,balanced_user
56,47,38,18,63,5,24,0.41,0.68,0.13,0.71,balanced_user
55,22,75,13,61,8,36,0.7,0.29,0.07,0.77,balanced_user
21,69,86,49,29,7,30,0.22,0.61,0.019320856122284926,0.78,processed_food_heavy
78,69,50,30,57,5,15,0.52,0.65,0.26,0.8,toxin_risk
81,29,62,0,72,7,24,0.62,0.26,0.0,0.72,healthy_trend
37,15,59,48,53,6,25,0.53,0.16,0.07363629190986189,0.0,balanced_user
80,44,47,48,60,11,49,0.48,0.32,0.22,0.55,balanced_user
56,76,76,20,46,9,35,0.43,0.65,0.35,0.54,balanced_user
65,41,50,17,64,11,42,0.55,0.36,0.34,0.74,balanced_user
64,82,49,61,43,9,35,0.39,0.97,0.5,0.42,hormonal_risk
88,41,28,31,72,14,55,0.77,0.51,0.34,0.87,balanced_user
45,72,36,16,55,9,42,0.7,0.84,0.25,0.6,balanced_user
29,60,52,44,43,5,19,0.3,0.58,0.03075382188447576,0.93,toxin_risk
79,77,34,88,45,6,22,0.25,0.77,0.59,0.44,hormonal_risk
22,74,72,63,28,1,5,0.32,0.76,0.03427346124017428,0.91,processed_food_heavy
63,20,64,72,51,8,46,0.28,0.11,0.38,0.36,hormonal_risk
70,52,19,10,72,4,12,0.76,0.37,0.26,0.52,balanced_user
93,53,23,46,67,6,17,0.68,0.56,0.11095792011286706,0.83,healthy_trend
54,66,45,46,49,2,1,0.25,0.63,0.09079349935862299,0.61,toxin_risk
76,9,29,7,82,17,55,0.61,0.07,0.0,0.47,healthy_trend
76,75,32,84,46,2,19,0.42,0.84,0.10891482703563378,0.52,hormonal_risk
44,64,62,40,44,2,2,0.42,0.45,0.04,0.0,processed_food_heavy
32,61,69,100,25,10,31,0.39,0.49,0.32,0.38,hormonal_risk
67,60,54,22,57,12,52,0.66,0.81,0.26,0.41,balanced_user
100,59,45,0,74,6,26,0.56,0.72,0.32,0.79,balanced_user
74,12,23,50,72,17,69,0.56,0.19,0.36,0.7,healthy_trend
64,0,2,18,86,8,33,0.65,0.07,0.36,0.66,healthy_trend
48,17,9,32,72,3,11,0.63,0.32,0.14,0.56,healthy_trend
64,57,58,35,53,2,18,0.16,0.48,0.0,0.81,toxin_risk
64,84,60,85,33,10,51,0.32,0.7,0.6,0.55,hormonal_risk
72,22,34,0,79,13,50,0.62,0.25,0.030714878246760065,0.46,healthy_trend
39,53,10,30,61,3,4,0.51,0.49,0.06,0.87,balanced_user
54,82,74,97,25,11,51,0.23,0.7,0.41,0.46,hormonal_risk
100,25,37,0,84,10,34,0.69,0.0,0.18,0.65,healthy_trend
45,71,81,52,35,1,10,0.2,0.76,0.17,0.96,processed_food_heavy
52,36,32,48,59,10,31,0.42,0.36,0.19,0.57,balanced_user
51,78,73,56,36,3,14,0.31,0.88,0.53,0.41,hormonal_risk
60,22,46,44,62,3,10,0.49,0.09,0.0675438240973572,0.56,balanced_user
48,37,100,54,39,2,14,0.15,0.13,0.05741467447022886,0.73,processed_food_heavy
64,39,37,16,68,10,37,0.92,0.34,0.37,0.47,healthy_trend
35,65,63,22,46,3,10,0.2,0.3,0.02053449502444204,0.72,processed_food_heavy
66,76,48,1,60,4,14,0.41,0.8,0.14,0.66,balanced_user
81,31,58,19,68,4,14,0.63,0.11,0.09,0.64,balanced_user
89,38,28,14,77,11,39,0.56,0.22,0.22,0.88,balanced_user
52,71,100,59,30,8,37,0.26,0.64,0.15,0.74,processed_food_heavy
67,36,15,10,76,15,59,0.73,0.57,0.34,0.73,healthy_trend
64,100,78,33,38,12,51,0.43,1.0,0.12,0.62,toxin_risk
100,34,22,26,79,13,54,0.91,0.5,0.08,0.7,healthy_trend
73,59,30,50,58,13,47,0.56,0.57,0.29,0.73,balanced_user
36,46,48,73,42,8,31,0.13,0.57,0.47163798170579097,0.23,hormonal_risk
51,66,77,86,30,6,24,0.5,0.89,0.0,0.34,hormonal_risk
66,100,64,44,39,10,45,0.55,1.0,0.0,0.55,toxin_risk
72,29,56,38,62,11,47,0.38,0.29,0.15,0.66,balanced_user
56,8,56,50,60,8,30,0.94,0.12,0.13,0.46,healthy_trend
51,58,46,81,41,11,44,0.54,0.53,0.65,0.47,hormonal_risk
64,29,40,15,70,4,14,0.79,0.6,0.27,0.56,balanced_user
68,38,27,19,71,2,15,0.65,0.48,0.39,0.7,healthy_trend
80,80,45,58,49,4,19,0.22,0.6,0.67,0.0,hormonal_risk
45,64,39,76,41,10,38,0.29,0.86,0.4,0.0,hormonal_risk
45,78,57,89,30,2,2,0.25,0.9,0.13747290323462258,0.64,hormonal_risk
29,71,34,42,45,5,14,0.37,0.54,0.32,0.6,toxin_risk
78,20,5,6,86,14,47,0.56,0.4,0.32,0.63,healthy_trend
36,90,86,38,30,3,3,0.39,0.97,0.04,0.64,processed_food_heavy
39,96,55,57,32,7,28,0.31,0.73,0.1,0.65,processed_food_heavy
81,19,18,24,80,8,37,0.66,0.0,0.34,0.47,healthy_trend
93,35,5,13,85,14,51,0.83,0.01,0.3,0.65,healthy_trend
41,65,34,36,51,11,39,0.6,0.73,0.3,0.0,toxin_risk
53,43,44,38,57,14,67,0.51,0.49,0.32,0.8,balanced_user
77,20,23,2,83,8,26,0.71,0.34,0.13,0.74,healthy_trend
52,31,60,16,61,2,1,0.46,0.21,0.09,0.57,balanced_user
55,65,63,82,36,10,47,0.54,0.72,0.73,0.51,hormonal_risk
54,81,43,94,34,3,8,0.3,0.9,0.61,0.25,hormonal_risk
49,99,76,35,34,4,13,0.2,1.0,0.02,0.65,processed_food_heavy
82,100,93,24,41,4,22,0.52,1.0,0.17,0.57,toxin_risk
84,52,37,39,64,1,1,0.58,0.54,0.0,0.59,healthy_trend
100,45,47,22,71,16,61,0.65,0.55,0.37,0.61,healthy_trend
90,44,21,6,79,10,39,0.41,0.4,0.33,0.42,balanced_user
53,40,24,8,70,13,55,0.76,0.4,0.0,0.7,balanced_user
53,88,59,49,39,3,18,0.38,0.78,0.15,0.49,toxin_risk
45,91,60,44,37,12,48,0.56,1.0,0.26,0.48,toxin_risk
35,78,56,33,42,3,16,0.44,0.5,0.01,0.79,processed_food_heavy
50,64,44,62,45,12,50,0.56,0.58,0.23,0.72,healthy_trend
77,33,14,16,78,11,39,0.76,0.26,0.0,0.72,healthy_trend
64,70,51,31,53,4,26,0.44,0.73,0.27,0.0,toxin_risk
78,68,43,49,54,11,52,0.39,0.69,0.31,0.92,toxin_risk
31,89,100,51,22,1,6,0.21,0.7,0.13,0.68,processed_food_heavy
65,29,60,15,65,7,22,0.72,0.26,0.12,0.83,healthy_trend
68,89,74,91,28,9,30,0.13,0.96,0.73,0.36,hormonal_risk
37,45,76,35,45,1,4,0.17,0.3,0.03,0.62,processed_food_heavy
53,32,36,29,64,9,31,0.47,0.23,0.24,0.41,balanced_user
53,68,91,51,35,2,10,0.04,0.59,0.19,0.97,processed_food_heavy
60,62,17,8,68,5,24,0.45,0.5,0.02009359344443135,0.61,balanced_user
48,40,87,34,46,2,1,0.26,0.5,0.11,0.99,processed_food_heavy
76,43,69,42,55,16,57,0.91,0.42,0.26,0.81,healthy_trend
96,64,96,39,49,4,12,0.26,0.71,0.16,0.7,processed_food_heavy
25,46,89,51,34,3,6,0.29,0.39,0.2,0.76,processed_food_heavy
66,42,6,53,66,2,1,0.26,0.48,0.030140282351984782,0.59,toxin_risk
46,68,45,45,47,4,23,0.37,0.93,0.15,0.8,toxin_risk
76,11,15,17,83,13,55,0.62,0.17,0.29,0.71,healthy_trend
46,97,63,40,36,1,9,0.57,1.0,0.35,0.52,toxin_risk
15,65,65,55,32,2,2,0.18,0.59,0.2,0.0,processed_food_heavy
70,20,68,22,65,5,16,0.67,0.41,0.09,0.61,balanced_user
58,19,25,0,78,4,21,0.7,0.16,0.0,0.73,balanced_user
64,77,61,47,44,11,43,0.57,0.48,0.27,0.95,toxin_risk
51,84,40,32,48,8,27,0.51,0.82,0.27,0.9,toxin_risk
33,68,100,25,35,4,10,0.4,0.7,0.13,0.88,processed_food_heavy
62,0,49,29,71,2,4,0.45,0.1,0.13186823633458372,0.9,balanced_user
95,53,24,9,77,6,32,0.93,0.39,0.19,0.82,healthy_trend
98,20,51,17,77,10,38,0.89,0.15,0.16,0.45,healthy_trend
66,38,39,32,64,1,3,0.56,0.38,0.33,0.7,balanced_user
59,100,45,49,41,4,5,0.38,0.95,0.16617832735254476,0.66,toxin_risk
69,75,82,16,49,5,16,0.45,0.76,0.0,0.93,toxin_risk
32,87,81,21,35,11,38,0.17,0.75,0.28,0.78,toxin_risk
22,83,98,48,23,4,12,0.24,1.0,0.17,0.82,processed_food_heavy
89,50,37,6,74,12,46,0.35,0.5,0.31,0.82,balanced_user
52,79,87,28,39,3,11,0.06,0.75,0.18,0.96,processed_food_heavy
20,25,82,25,47,3,8,0.33,0.07,0.16,0.73,processed_food_heavy
0,91,95,19,23,1,1,0.06,0.94,0.06,0.69,processed_food_heavy
58,41,54,59,51,1,10,0.32,0.58,0.33,0.68,toxin_risk
57,63,60,99,33,7,32,0.23,0.77,0.38,0.66,hormonal_risk
29,48,57,47,44,7,30,0.42,0.54,0.08,0.99,processed_food_heavy
71,91,51,40,47,5,15,0.45,0.76,0.034604325080497704,0.48,toxin_risk
64,25,51,9,69,14,60,0.59,0.34,0.0,0.53,healthy_trend
64,94,50,7,53,8,30,0.5,0.96,0.031715635809897044,0.55,toxin_risk
53,41,23,46,60,6,31,0.72,0.51,0.13,0.47,healthy_trend
69,37,59,32,60,13,43,0.55,0.32,0.17,0.48,balanced_user
56,43,5,26,70,6,18,0.75,0.46,0.03701453478967883,0.48,healthy_trend
52,88,71,14,44,12,43,0.16,0.92,0.23,0.82,toxin_risk
66,74,60,54,44,12,52,0.16,0.46,0.34,0.54,toxin_risk
36,61,69,88,29,1,1,0.35,0.67,0.32,0.21,hormonal_risk
80,30,94,30,56,5,18,0.61,0.3,0.025802552736751052,0.54,balanced_user
75,68,65,63,44,8,27,0.23,0.85,0.55,0.37,hormonal_risk
47,66,61,10,52,7,20,0.41,0.78,0.25,0.51,toxin_risk
42,96,65,70,27,7,31,0.35,0.98,0.79,0.39,hormonal_risk
59,69,62,52,44,3,17,0.25,0.64,0.34,0.56,toxin_risk
93,100,38,35,55,10,43,0.24,1.0,0.27,0.62,toxin_risk
68,60,37,45,56,8,25,0.27,0.47,0.10702976769587136,0.82,toxin_risk
91,25,13,23,82,15,57,0.58,0.35,0.33,0.0,healthy_trend
59,83,60,37,44,5,20,0.2,0.85,0.22,0.74,toxin_risk
66,90,31,3,60,7,32,0.22,0.88,0.3,0.0,toxin_risk
39,100,84,72,20,6,18,0.17,1.0,0.08,0.93,processed_food_heavy
45,60,38,67,45,4,14,0.16,0.68,0.46,0.4,hormonal_risk
54,83,40,35,49,4,23,0.38,1.0,0.33,0.83,toxin_risk
54,85,61,43,41,2,7,0.27,0.78,0.13,0.46,toxin_risk
70,56,59,0,63,11,47,0.44,0.75,0.07837624464156212,0.54,toxin_risk
46,78,51,85,33,8,40,0.37,1.0,0.74,0.28,hormonal_risk
80,61,33,25,65,14,56,0.92,0.67,0.13,0.84,healthy_trend
100,40,38,36,71,14,60,0.62,0.18,0.09699398406400397,0.0,healthy_trend
45,15,70,0,65,5,20,0.74,0.19,0.22,0.78,balanced_user
28,72,41,100,28,9,34,0.46,0.75,0.9,0.2,hormonal_risk
72,24,12,27,77,6,28,0.55,0.38,0.11,0.72,healthy_trend
79,19,21,0,84,8,26,0.91,0.16,0.15,0.55,healthy_trend
57,89,51,14,50,14,59,0.35,1.0,0.3,0.47,balanced_user
42,100,41,56,36,5,18,0.56,0.9,0.12,0.92,toxin_risk
54,52,20,15,66,18,65,0.65,0.53,0.061348193451530524,0.84,healthy_trend
55,51,68,71,41,4,27,0.38,0.57,0.34,0.31,hormonal_risk
13,55,83,50,31,6,30,0.39,0.42,0.023674467410613343,0.72,processed_food_heavy
31,52,76,97,26,4,18,0.4,0.62,0.73,0.64,hormonal_risk
78,30,26,18,76,4,12,0.7,0.22,0.34,0.64,balanced_user
40,77,58,32,43,5,24,0.04,0.86,0.03,0.68,processed_food_heavy
37,95,62,35,36,2,10,0.4,0.91,0.052023512262146465,0.0,processed_food_heavy
67,56,67,99,36,6,20,0.28,0.45,0.89,0.29,hormonal_risk
56,55,34,25,60,9,31,0.28,0.37,0.0,0.65,toxin_risk
42,65,37,57,45,7,28,0.41,0.83,0.23,0.49,toxin_risk
61,65,47,80,42,7,29,0.18,0.4,0.22539567741054461,0.0,hormonal_risk
65,75,45,20,56,12,45,0.27,0.72,0.12,0.83,toxin_risk
65,76,75,25,47,4,22,0.34,0.78,0.24,0.54,toxin_risk
74,4,21,10,84,16,62,0.69,0.1,0.12,0.55,healthy_trend
57,76,55,62,41,3,9,0.53,0.89,0.28,0.72,toxin_risk
46,93,79,55,29,7,29,0.38,1.0,0.03,0.76,processed_food_heavy
33,99,46,50,34,3,18,0.35,1.0,0.33,0.72,toxin_risk
52,78,38,58,44,10,41,0.41,0.93,0.28,0.82,toxin_risk
100,0,56,59,71,15,53,0.92,0.21,0.31,0.79,healthy_trend
21,67,56,81,29,4,8,0.46,0.83,0.6,0.58,hormonal_risk
41,21,72,30,54,4,13,0.36,0.18,0.27,0.63,balanced_user
74,95,16,20,60,4,13,0.37,0.81,0.05,0.51,toxin_risk
43,68,40,36,49,7,27,0.46,0.76,0.13,0.76,toxin_risk
25,88,48,54,33,8,36,0.11,0.96,0.06,0.96,processed_food_heavy
60,75,60,35,47,9,32,0.5,0.81,0.13,0.85,toxin_risk
62,97,59,84,30,8,23,0.53,0.9,0.56,0.59,hormonal_risk
56,66,28,10,63,3,13,0.31,0.79,0.33,0.46,toxin_risk
45,61,86,73,31,3,11,0.02,0.63,0.04734141606368093,0.96,processed_food_heavy
19,14,35,17,63,17,57,0.63,0.25,0.15,0.58,healthy_trend
58,67,70,52,42,11,36,0.59,0.59,0.05318459731890921,0.56,toxin_risk
32,69,44,34,46,1,1,0.24,0.73,0.09,0.9,processed_food_heavy
41,52,22,37,57,9,34,0.71,0.57,0.07078848713306332,0.69,balanced_user
79,78,69,65,41,5,22,0.51,0.65,0.0,0.0,hormonal_risk
51,44,39,81,46,9,42,0.12,0.44,0.33,0.33,hormonal_risk
40,78,56,100,26,9,39,0.31,0.77,0.88,0.45,hormonal_risk
56,49,59,49,49,7,24,0.05,0.29,0.04,0.69,processed_food_heavy
77,36,45,32,66,14,57,0.79,0.48,0.0,0.86,balanced_user
84,39,44,39,65,17,67,0.69,0.55,0.18,0.79,healthy_trend
39,57,33,16,58,2,8,0.65,0.53,0.35,0.87,balanced_user
93,52,49,31,65,16,68,0.61,0.62,0.18,0.48,healthy_trend
42,87,40,84,32,12,46,0.51,0.89,0.57,0.56,hormonal_risk
32,57,96,45,33,8,30,0.13,0.67,0.07,0.65,processed_food_heavy
62,57,100,50,38,5,17,0.34,0.24,0.18,0.79,processed_food_heavy
95,53,48,0,73,17,70,0.91,0.47,0.32,0.87,healthy_trend
35,46,46,16,56,6,27,0.57,0.64,0.05,0.42,balanced_user
65,91,70,69,33,3,1,0.14,1.0,0.1,0.76,processed_food_heavy
61,84,52,100,31,8,21,0.47,0.69,0.52,0.37,hormonal_risk
55,56,35,45,54,3,6,0.35,0.51,0.19,0.7,balanced_user
59,60,49,87,40,12,53,0.54,0.54,0.81,0.69,hormonal_risk
75,74,65,30,51,5,20,0.41,0.83,0.18,0.98,processed_food_heavy
55,61,76,43,43,4,10,0.34,0.73,0.0,0.7,processed_food_heavy
42,90,56,81,28,7,35,0.12,1.0,0.35,0.61,hormonal_risk
52,76,43,47,46,8,33,0.43,0.74,0.14,0.93,toxin_risk
83,23,38,10,78,12,51,0.58,0.2,0.24,0.55,healthy_trend
60,86,40,48,46,3,18,0.47,0.52,0.26,0.77,toxin_risk
35,73,64,39,39,10,35,0.4,0.8,0.29,0.55,toxin_risk
72,68,43,64,49,3,1,0.24,0.69,0.10918742255615999,0.9,toxin_risk
40,78,75,38,37,5,11,0.16,0.77,0.05821600158729123,0.7,processed_food_heavy
58,84,52,61,40,11,40,0.36,1.0,0.0,0.67,hormonal_risk
54,34,21,48,62,14,60,0.35,0.05,0.32,0.0,balanced_user
95,58,78,77,45,11,44,0.46,0.6,0.73,0.65,hormonal_risk
38,92,83,50,28,4,29,0.39,1.0,0.01991245493179732,0.87,processed_food_heavy
57,65,69,76,36,7,30,0.42,0.71,0.4,0.58,hormonal_risk
40,73,84,32,37,3,13,0.25,0.88,0.03,0.88,processed_food_heavy
54,85,44,20,51,3,13,0.51,0.97,0.06,0.89,toxin_risk
63,34,17,38,68,14,60,0.74,0.25,0.27,0.82,balanced_user
56,53,27,96,45,5,18,0.2,0.45,0.13355868161363826,0.72,hormonal_risk
77,67,51,59,50,2,12,0.36,0.56,0.47,0.29,hormonal_risk
65,55,33,99,44,5,21,0.42,0.59,0.74,0.21,hormonal_risk
84,55,38,36,63,12,47,0.41,0.59,0.06,0.42,balanced_user
70,62,55,88,41,9,33,0.43,0.47,0.46392369673401235,0.6,hormonal_risk
77,45,16,34,70,6,22,0.82,0.51,0.07,0.88,healthy_trend
79,29,46,47,64,8,20,0.6,0.38,0.28,0.73,healthy_trend
50,69,48,60,43,4,17,0.11,0.8,0.3217191416162709,0.0,hormonal_risk
79,37,19,20,75,16,71,0.92,0.61,0.07890976210547417,0.71,healthy_trend
12,53,73,36,37,3,10,0.42,0.63,0.13,0.85,processed_food_heavy
95,19,34,2,85,4,9,0.6,0.19,0.23,0.51,balanced_user
100,65,74,62,49,5,15,0.2,0.66,0.17,0.49,toxin_risk
42,74,76,86,26,10,43,0.43,0.62,0.6,0.32,hormonal_risk
41,71,69,33,42,8,32,0.25,0.64,0.02,0.0,processed_food_heavy
55,45,63,83,41,4,24,0.36,0.29,0.36,0.0,hormonal_risk
76,86,59,31,50,4,15,0.24,1.0,0.2,0.81,toxin_risk
38,63,63,71,35,1,10,0.12,0.66,0.59,0.0,hormonal_risk
73,71,66,78,39,2,8,0.42,0.55,0.52,0.59,hormonal_risk
39,69,27,27,54,8,32,0.26,0.58,0.07723937512994716,0.75,toxin_risk
67,66,57,55,47,8,29,0.46,0.59,0.26,0.58,balanced_user
40,43,24,9,66,8,31,0.6,0.47,0.3,0.79,balanced_user
92,26,22,21,80,14,60,0.81,0.35,0.0,0.88,healthy_trend
48,86,96,35,32,2,13,0.45,0.99,0.011867572780015384,0.66,processed_food_heavy
46,98,57,20,42,3,11,0.49,1.0,0.35,0.83,toxin_risk
79,51,36,25,66,3,13,0.39,0.54,0.23,0.88,balanced_user
65,57,61,35,53,6,29,0.19,0.53,0.57,0.44,hormonal_risk
86,67,80,66,43,7,22,0.1,0.56,0.19,0.92,processed_food_heavy
63,29,11,54,67,3,9,0.55,0.1,0.2,0.79,balanced_user
46,85,52,33,44,8,39,0.45,0.74,0.28,0.58,balanced_user
49,73,41,62,43,12,53,0.3,0.92,0.14875269555926662,0.44,hormonal_risk
49,44,49,37,54,8,29,0.5,0.41,0.12,0.88,balanced_user
60,90,58,63,37,6,26,0.11,0.9,0.65,0.64,hormonal_risk
52,49,97,42,41,6,19,0.23,0.52,0.02,0.77,processed_food_heavy
50,83,54,51,40,8,36,0.18,0.88,0.0,0.66,toxin_risk
70,41,79,15,58,4,14,0.48,0.4,0.33,0.48,toxin_risk
49,82,45,24,49,9,36,0.48,0.68,0.09900509835434299,0.89,toxin_risk
47,71,85,49,35,3,17,0.32,0.82,0.0,0.85,processed_food_heavy
58,75,74,36,43,5,13,0.42,0.58,0.08,0.61,processed_food_heavy
48,69,52,48,44,4,3,0.52,0.61,0.07564883190033568,0.62,toxin_risk
33,76,86,19,38,3,14,0.42,0.82,0.2,0.0,processed_food_heavy
99,36,40,23,75,16,71,0.75,0.5,0.11,0.79,healthy_trend
42,61,58,37,46,2,1,0.2,0.79,0.14,0.91,toxin_risk
73,54,67,65,46,12,37,0.18,0.41,0.54,0.56,hormonal_risk
91,31,20,50,72,14,71,0.7,0.15,0.11,0.68,healthy_trend
54,74,51,59,42,3,14,0.56,0.66,0.2,0.84,balanced_user
84,62,70,47,51,2,1,0.2,0.71,0.14,0.83,processed_food_heavy
63,100,49,15,49,12,48,0.46,0.92,0.31,0.9,toxin_risk
51,65,80,0,51,3,2,0.6,0.86,0.15,0.53,toxin_risk
75,39,38,16,70,9,37,0.69,0.38,0.07914591074462739,0.89,balanced_user
54,41,39,13,65,17,56,0.58,0.38,0.16242670546344457,0.0,healthy_trend
69,69,34,83,45,10,31,0.22,0.57,0.45,0.39,hormonal_risk
83,34,50,42,64,7,29,0.62,0.4,0.26,0.66,balanced_user
66,57,39,98,43,3,7,0.39,0.77,0.36,0.71,hormonal_risk
53,85,80,38,37,3,18,0.37,0.82,0.13,0.65,processed_food_heavy
80,62,52,40,56,5,15,0.56,0.6,0.0648485186652287,0.57,toxin_risk
57,100,31,29,49,2,5,0.16,1.0,0.014332963929531825,0.61,toxin_risk
76,71,55,33,54,3,14,0.51,0.57,0.06,0.87,toxin_risk
62,52,42,91,44,5,23,0.21,0.44,0.34,0.66,hormonal_risk
90,51,60,15,66,12,49,0.2,0.67,0.21,0.57,toxin_risk
65,56,30,95,46,8,26,0.27,0.59,0.72,0.38,hormonal_risk
50,68,65,26,47,3,18,0.08,0.85,0.14,0.72,processed_food_heavy
70,38,38,4,72,8,31,0.92,0.17,0.2,0.74,healthy_trend
81,48,51,94,47,3,8,0.17,0.64,0.0,0.66,hormonal_risk
66,69,52,75,42,8,27,0.5,0.62,0.37,0.68,hormonal_risk
76,73,60,71,43,5,30,0.28,0.63,0.6,0.0,hormonal_risk
60,38,51,57,53,3,11,0.26,0.35,0.65,0.27,hormonal_risk
54,66,20,96,43,9,28,0.49,0.77,0.71,0.33,hormonal_risk
42,57,52,7,56,2,10,0.28,0.6,0.2,0.59,toxin_risk
71,56,83,52,45,8,31,0.4,0.61,0.06,0.65,processed_food_heavy
43,23,56,21,60,6,18,0.56,0.36,0.28,0.85,balanced_user
72,33,30,52,64,2,5,0.71,0.39,0.3,0.63,healthy_trend
48,65,40,10,58,3,10,0.59,0.51,0.0796042277569495,0.47,toxin_risk
58,56,74,47,45,4,2,0.42,0.73,0.16,0.88,processed_food_heavy
65,32,56,49,57,13,51,0.68,0.3,0.27,0.0,balanced_user
65,67,68,46,46,3,9,0.19,0.58,0.06,0.7,processed_food_heavy
61,50,30,40,60,12,46,0.46,0.38,0.13,0.88,toxin_risk
69,57,56,19,59,8,31,0.44,0.59,0.1022275142363365,0.7,balanced_user
45,54,68,35,47,7,26,0.52,0.36,0.15512700659665624,0.9,toxin_risk
82,47,57,36,60,3,9,0.49,0.49,0.09,0.0,toxin_risk
100,23,38,36,75,7,35,0.57,0.32,0.2,0.75,healthy_trend
49,83,61,22,45,9,43,0.44,0.88,0.31,0.77,toxin_risk
57,42,54,23,59,3,15,0.46,0.5,0.34,0.0,balanced_user
58,52,73,58,43,7,27,0.4,0.43,0.32,0.72,balanced_user
70,15,38,23,73,12,51,0.79,0.44,0.2,0.76,healthy_trend
51,35,32,0,71,14,64,0.8,0.51,0.34,0.54,balanced_user
66,28,25,27,71,3,16,0.74,0.24,0.16,0.0,balanced_user
57,73,53,55,44,3,13,0.32,0.58,0.34,0.54,toxin_risk
84,14,35,38,74,8,35,0.66,0.31,0.11,0.58,healthy_trend
28,49,93,45,35,8,32,0.23,0.47,0.06263766101331891,0.75,processed_food_heavy
58,18,72,15,63,11,33,0.55,0.21,0.26,0.78,balanced_user
70,46,36,13,68,6,27,0.63,0.37,0.03281324426760257,0.86,balanced_user
36,48,85,69,33,4,13,0.25,0.51,0.0,0.64,processed_food_heavy
70,47,33,15,68,18,64,0.9,0.56,0.0,0.6,healthy_trend
80,100,83,34,40,3,10,0.24,0.9,0.03,0.87,processed_food_heavy
70,97,36,35,50,3,15,0.5,0.9,0.23,0.56,toxin_risk
73,58,36,48,57,6,28,0.4,0.5,0.14,0.94,processed_food_heavy
31,10,44,26,62,13,53,0.56,0.13,0.28,0.78,healthy_trend
56,100,52,25,44,5,18,0.15,0.88,0.1759533707880711,0.62,toxin_risk
95,34,35,18,77,10,38,0.58,0.46,0.16,0.54,healthy_trend
71,18,21,7,81,10,41,0.81,0.0,0.08,0.61,healthy_trend
60,52,45,100,40,8,34,0.2,0.37,0.4,0.57,hormonal_risk
65,77,63,29,49,12,47,0.5,0.81,0.14,0.59,toxin_risk
41,100,24,62,38,10,36,0.24,1.0,0.13,0.59,toxin_risk
78,61,57,82,44,11,48,0.29,0.55,0.65,0.42,hormonal_risk
52,57,40,58,49,8,27,0.18,0.63,0.0,0.68,hormonal_risk
49,38,69,60,45,1,4,0.14,0.28,0.19,0.88,processed_food_heavy
67,51,45,9,65,16,72,0.85,0.59,0.06,0.55,healthy_trend
86,75,53,96,40,6,27,0.19,0.75,0.49,0.6,hormonal_risk
95,35,2,4,88,2,1,0.59,0.44,0.14,0.86,healthy_trend
63,87,78,62,34,2,1,0.38,1.0,0.18,0.0,processed_food_heavy
79,75,69,37,49,6,22,0.31,0.72,0.03,0.0,processed_food_heavy
82,81,38,79,46,2,5,0.44,0.92,0.76,0.21,hormonal_risk
59,54,81,25,49,7,25,0.08,0.63,0.16,0.78,processed_food_heavy
